# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,0.04962253549012311,0.0,0.05125268234787547,19.51117393646914,0.0,0.0
 0.11686765582218062,0.03414512244342916,0.2921691395554515,2.4999999999999996,0.04962253549012311,0.0,0.05125268234787547,19.51117393646914,0.0,0.0
 0.16502376971819682,0.06808211143001112,0.7047285638509435,8.567124523094495,0.14958623195513795,0.0,0.05205102965055469,19.21191582017712,2.075825650733925,43.10617038609611
 0.2018033082817564,0.101811438083654,0.9170676949998825,5.773295137512145,0.2504870176165343,0.0,0.05286550025000163,18.91592806785119,2.7433945503972903,18.150551250384066
 0.23266591889707702,0.13533357454055303,1.0861730679470838,5.4792958073111,0.35233836471192714,0.0,0.0536964901434668,18.62319114951816,3.3001533267841068,18.039911896190457
 0.2597298550179805,0.16864899396915295,1.2309894347876449,5.350898191365026,0.4551539979022033,0.0,0.054544406546268194,18.33368558427221,3.798990388203881,18.43180013399769
 0.2840832065368234,0.2017581705906086,1.3595326538870078,5.278255808031408,0.5589478999510255,0.0,0.055409668447783056,18.04739187245597,4.261996627795312,19.012013161030026
 0.30637335373672986,0.23466157969972845,1.4761414006838824,5.231403173387924,0.6637343175502597,0.0,0.056292706732771064,17.76429058114282,4.701019542826256,19.69582843458234
 0.32702275008715886,0.26735969768642087,1.583490259559723,5.198643924213804,0.7695277672933878,0.0,0.05719396492408106,17.48436222820702,5.123319246130414,20.450946659047737
 0.3463252818133051,0.2998530020576629,1.6833700797511597,5.174441446773781,0.876343041803393,0.0,0.0581138993228944,17.20758736982639,5.533744279011793,21.26275654946537
 0.3644952517989821,0.33214197146000846,1.7770513340307204,5.155828785265322,0.9841952160168747,0.0,0.05905297949266698,16.93394657799065,5.935737609830887,22.124050349889174
 0.38169468725808775,0.3642270857026235,1.8654748476426735,5.141070695151243,1.0930996536306505,0.0,0.060011688726361145,16.663420430639093,6.331861174903877,23.031195763072418
 0.39804965809853987,0.3961088257809113,1.9493608633915736,5.129083785427349,1.2030720137137234,0.0,0.06099052449672196,16.395989512333948,6.7240939256870496,23.98247937031046
 0.41366057288588787,0.42778767390070244,2.02927557746107,5.11915638244748,1.3141282574902589,0.0,0.06198999883250719,16.131634438354045,7.114012553994715,24.97730809623518
 0.42860896560993367,0.45926411350304336,2.1056738462395566,5.110801554978781,1.4262846552981043,0.0,0.06301063898999196,15.870335804066851,7.5029068260584335,26.015791747172116
 0.4429621335010927,0.4905386292895998,2.178927747777566,5.103674818931839,1.539557793727023,0.0,0.06405298766788581,15.612074259283446,7.89185629875411,27.098510631597517
 0.4567764036150243,0.5216117072486891,2.249346342790294,5.097525561029197,1.6539645829420353,0.0,0.06511760383224792,15.356830429082438,8.281783132330224,28.22637970448218
 0.47009949358916336,0.5524838346819698,2.317189743010475,5.092167083752276,1.769522264196881,0.0,0.06620506302751158,15.104584970857124,8.673489519259459,29.400566061593963
 0.48297225602793475,0.5831555002317825,2.38267937404274,5.087457439206461,1.886248417543125,0.0,0.06731595804330169,14.8553185465583,9.067684881271267,30.622437405085087
 0.4954299925960066,0.6136271939091982,2.4460056215598622,5.0832867729297,2.0041609697384146,0.0,0.06845089942353441,14.60901183799764,9.465006066791407,31.893529241775912
 0.5075034609232754,0.6438994071227565,2.5073336337982095,5.079568735011613,2.1232782023630006,0.0,0.0696105161485314,14.3656455278431,9.866032642463779,33.21552389106171
 0.5192196578358486,0.6739726327079394,2.5668077968978062,5.07623451051529,2.2436187601455146,0.0,0.07079545614439992,14.125200323030935,10.271298671446099,34.590237088573424
 0.5306024368422736,0.7038473649573976,2.624555236695308,5.073228581957559,2.3652016595073118,0.0,0.07200638701053468,13.887656935956224,10.68130192927135,36.01960976259167
 0.5416730008600896,0.7335240996519369,2.680688594255903,5.070505664414082,2.4880462973298356,0.0,0.07324399661838926,13.652996097552267,11.096511218834758,37.505703313327736
 0.5524502996984649,0.7630033340923096,2.7353082513963902,5.068028451247912,2.6121724599502194,0.0,0.07450899388743708,13.421198540282658,11.517372254576543,39.050697401393556
 0.5629513538954547,0.792285567131814,2.788504133984799,5.065765930782246,2.737600332393392,0.0,0.07580210937387218,13.192245021412091,11.94431245570829,40.65688959629738
 0.5731915209455708,0.8213712992097423,2.8403571871025814,5.063692112053451,2.8643505078442035,0.0,0.0771240960967723,12.966116306183208,12.377744897176708,42.32669636610106
 0.5831847159813721,0.8502610323856847,2.8909405923173694,5.061785048082162,2.9924439973689303,0.0,0.07847573029561745,12.742793169722765,12.818071604309003,44.06265519233763
 0.5929435960948519,0.8789552703747378,2.940320780190553,5.0600260787070495,3.1219022398893914,0.0,0.07985781216248089,12.522256406992126,13.26568633030365,45.86742749061576
 0.6024797153709386,0.9074545185836186,2.9885582786644913,5.0583992374027495,3.252747112420291,0.0,0.08127116672740585,12.304486821927032,13.720976923916428,47.74380231951311
 0.6118036561341351,0.9357592841477385,3.0357084287627027,5.056890782095328,3.3850009405715618,0.0,0.08271664470597154,12.089465228608423,14.184327368670441,49.694700612314925
 0.6209251407276832,0.9638700759692338,3.0818219921545347,5.055488820805483,3.5186865093295028,0.0,0.08419512330840902,11.877172462079221,14.656119558925814,51.723180082887836
 0.6298531272466671,0.9917874047560161,3.1269456699358633,5.054183010400023,3.6538270741156205,0.0,0.08570750726529959,11.667589361858271,15.136734861635851,53.83244045990542
